Unnamed: 0.1,id_house,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
16.0,VM94_18,Bry-sur-Marne 94360 (Pépinière),"Achat maison 8 pièces 226 m², Bry-sur-Marne - 1 240 000 €",1 240 000 €,226 m²,8 pièces,5 chambres,4 places de parking,Jardin,,,,5 487 €/m²,Réf. de l’annonce : 003916E1NWO9,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 226 m²,"Maison Bry Sur Marne 8 pièce(s). BRY SUR MARNE - Passerelle - . Dans le cadre verdoyant des Bords de Marne, l'agence ORPI ALT'IMMO vous propose de découvrir cette vaste et accueillante maison familiale.. Edifiée sur un terrain paysagé d'environ 630 m², la maison se compose d'une réception de plus de 50 m² avec son salon cathédrale réchauffé par une cheminée et une salle à manger dans laquelle de nombreux convives pourront se régaler des bons petits plats préparés dans la cuisine équipée toute proche .... Quoi de mieux que la mezzanine sur le séjour pour prendre un peu de hauteur et se plonger dans un bon bouquin ?. A l'étage, 5 grandes chambres dont deux de 20 m², un dressing, et toutes les pièces d'eau nécessaires pour éviter les bousculades du matin. . Et dans le jardin, arbres, fleurs, pelouses et terrasses vous permettront de profiter du calme des lieux mais aussi d'organiser de grandes fêtes ! . Un garage et 2 places de parking garantissent le stationnement des véhicules de la famille. L'excellent niveau d'équipement et d'entretien de cette maison vous permettent d'y poser directement vos valises et d'y couler des jours heureux."
17.0,VM94_19,Ivry-sur-Seine 94200 (Ivry Port),"Achat maison 5 pièces 145 m², Ivry-sur-Seine - 795 000 €",795 000 €,145 m²,5 pièces,3 chambres,1 place de parking,Jardin,,Terrasse,1 garage,5 483 €/m²,,Publiée le 2 déc. 2020,Réf. de l’annonce : a18e22,Descriptif de cette maison à vendre de 5 pièces et 145 m²,"Ravissante maison de 145 m2 - Bon état général - Gare d'Ivry-sur-Seine - 94200 Ivry-sur-Seine. Hosman vous propose à la vente cette maison de 5 pièces (3 chambres) d'une surface habitable de 145 m2, situé Rue Molière à Ivry-sur-Seine. La surface du terrain est de 108 m2.Avec son jardin-terrasse très agréable, la maison est construite sur 2 niveaux comme suit :Au RDC :Un séjour exposé Sud et Sud Ouest.Une cuisine ouverte.Au 1er étage :3 chambres.Une salle de bain.Une salle d'eau.Un dressing.Un sous-sol aménagé avec une cave à vin.Ce bien comporte également des toilettes séparées.La maison est également pourvue d'une place de parking (couverte).Le bien se situe à 5 minutes à pied de la Gare d'Ivry-sur-Seine (RER C) et à un peu plus de 10 mn de la station Mairie d'Ivry (ligne 7).Commerces et restaurants se trouvent à proximité .Le bien est équipé d'une chaudière au gaz.La taxe foncière est de 1500 €.Chez Hosman, on vous évite des appels inutiles, et on vous fait gagner du temps : des annonces exhaustives pour trouver toutes les réponses à vos questions, une visite virtuelle, la prise de visite en ligne au moment qui vous arrange. C'est plus pratique et plus rapideHosman s'efforce de réinventer l’agence immobilière en offrant un service innovant et transparent aux acheteurs et aux vendeurs.Nos frais d'agence sont de 4900 euros fixes à la charge du vendeur."
18.0,VM94_20,Ormesson-sur-Marne 94490,"Achat maison 8 pièces 184 m², Ormesson-sur-Marne - 645 000 €",645 000 €,184 m²,8 pièces,6 chambres,5 places de parking,Jardin,,,,3 505 €/m²,Réf. de l’annonce : 003035E1R0NR,Publiée le 24 nov. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 184 m²,"Maison Ormesson Sur Marne 8 pièce(s) 184 m2. Spacieuse maison de 8 pièces principales en parfait état avec prestations de qualité ( domotique chauffage, béton ciré, équipement cuisine, parquet au sol). Cette Agréable maison très fonctionnelle est Edifiée sur un terrain paysagé et clos de 300m² et se compose : . Au Rez-de-jardin : hall d' entrée avec placards, suite parentale avec salle d'eau, bureau, wc et cuisine d'été permettant d'accéder à la terrasse du jardin exposée plein ouest. Au Rez-de-chaussée surélevé un séjour-salon de 48M² avec poêle e t balcon, vous accueillera accompagné à ce même niveau , d'une cuisine équipée, d'une suite parentale avec salle d'eau et dressing et wc. Au premier étage : dégagement , salle de jeux, 3 chambres, une salle de bains, wc . . les volumes de chaque pièces, leur disposition vous séduirons. . Un garage pour deux voitures et emplacements extérieurs pour voitures accompagne ce bien. Proximité des écoles, commerces et bus menant au RER A .."
19.0,VM94_21,Saint-Maur-des-Fossés 94100 (Parc de Saint-Maur),"Achat maison 9 pièces 489 m², Saint-Maur-des-Fossés - 3 307 500 €",3 307 500 €,"488,85 m²",9 pièces,6 chambres,6 places de parking,Jardin,,,,6 444 €/m²,Réf. de l’annonce : EZ1,Publiée le 24 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 489 m²,"SAINT MAUR DES FOSSES : maison T9 (489 m²) en vente. COUP DE COEUR!
Le Parc de St Maur:
Beaucoup de lumière pour cette magnifique maison de prestige de 488m2 au sol, (296,24m2 habitables) non mitoyenne construite en 2010 et rénovée en 2016, édifiée sur une parcelle de 1200m2.
Elle comprend une entrée desservant un grand triple séjour cathédrale exposé plein Sud donnant sur jardin, une salle à manger avec cuisine américaine et îlot central, coin TV, 2 chambres au rdc avec une salle d'eau commune, des toilettes séparées, à l'étage un dégagement avec coin bureau, 4 chambres dont une suite parentale avec 2 grands dressing, une grande salle de bains avec baignoire et douche et une terrasse. Emplacement de parking pour environ 5 véhicules à l'avant de la maison. Jardin à l'arrière avec piscine et jacuzzi.
Le tout édifié sur un sous-sol total.
Idéalement située, à deux pas du groupe scolaire des tilleuls, à proximité des commerces et à 10 mn à pied du RER. Emplacement recherché!
Visite virtuelle disponible sur demande!
Ref EZ1
Prix: Cette maison de 9 pièces est proposée à l'achat pour 3 307 500 (honoraires TTC inclus à la charge de l'acquéreur : 5 % du prix du bien). dont 5.00 % honoraires TTC à la charge de l'acquéreur."
20.0,VM94_22,Maisons-Alfort 94700 (Charentonneau),"Achat maison 7 pièces 191 m², Maisons-Alfort - 1 034 500 €",1 034 500 €,"190,70 m²",7 pièces,5 chambres,,Jardin,,2 terrasses,,5 425 €/m²,Réf. de l’annonce : 3191,Publiée le 24 nov. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 191 m²,"Maisons Alfort, maison de 7 pièce(s) 190 m². GROS COUP DE COEUR DE L'AGENCE ! Secteur Charentonneau/Condorcet, proche bords de Marne, dans un quartier résidentiel au grand calme, sur une parcelle de 304 m², pavillon de 190 m² habitable des années 30 dont les volumes et la clarté ont déjà été repensés par un architecte, lumineux, en excellent état, édifié sur sous-sol en rez de jardin entièrement aménagé avec double accès, côté rue et côté jardin. Belle hauteur sous plafond. Entrée avec penderie, cuisine indépendante aménagée donnant sur une terrasse surplombant le jardin plein sud, séjour de 33 m² lumineux avec ses aménagements sur mesure et son escalier en chêne, 2 SDB, 3 WC, 5 chambres, dont une splendide suite parentale au RDC donnant sur le jardin. Parquet en chêne à l'étage. Grenier de 35 m2 aménagé. Sous-sol en rez-de-jardin entièrement aménagé comprenant une pièce de 33 m2, un bureau de 20 m2, une buanderie. Cave à vin. Nombreux rangements. Garage. Jardin et appentis de 26 m2 en fond de parcelle avec WC et lavabo , bien agréable pour les déjeuners estivaux. Chaudière au gaz. Bon état général. Proche bus 107 et à 15 min du métro et du RER."
21.0,VM94_23,Vitry-sur-Seine 94400 (Coteau - Malassis),"Achat maison 4 pièces 85 m², Vitry-sur-Seine - 474 000 €",474 000 €,85 m²,4 pièces,2 chambres,,Jardin,,,,5 576 €/m²,Réf. de l’annonce : 640,Publiée le 18 nov. 2020,Modifiée le 6 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 85 m²,"Maison Vitry Sur Seine - 4 pièce(s) - 85 m2. Stéphane Plaza Immobilier Vitry-sur-Seine vous présente en exclusivité cette charmante maison de 85 m² avec 2 chambres édifiée sur un grand terrain clos de 322 m² dans le quartier très recherché du Coteau-Malassis.
La maison se situe idéalement dans un quartier calme et pavillonnaire et à seulement quelques mètres des écoles, des commerces (Carrefour City, Action, boulangeries, restaurants,..) . C'est un super bon compromis pour être au calme tout en restant dans un quartier dynamique. Vous êtes à 8 minutes à pied du métro Ligne 7 Villejuif-Paul Vaillant Couturier ! Vous êtes aussi à quelques pas du futur TRAMWAY 9 qui va remplacer en 2021 le bus 183, ce dernier vous emmènera à Porte de Choisy, Paris 13ème arrondissement en 5minutes.
Cette charmante maison se compose au rez-de-chaussée d'une entrée, d'un séjour avec une cuisine ouverte aménagée, d'une salle d'eau et d'un wc indépendant.
De la maison, vous avez un accès au garage qui peut accueillir plusieurs véhicules, d'un coin cuisine d'été, d'une buanderie, d'un espace de rangement super pratique et d'un espace atelier pour votre activité de bricolage par exemple.
A l'étage, vous avez un espace salon aménageable en bureau, en bibliothèque ou en coin jeu qui donne accès à un joli balcon. La partie nuit se compose de deux belles spacieuses chambres en enfilade dont une avec une belle hauteur sous plafond de 2m82. Les grandes fenêtres en double vitrage avec encadrement en bois permettent de profiter d'une très belle luminosité, une bonne isolation sonore et thermique.
Il n'y a aucun vis à vis, cette charmante maison est super bien entretenue, vous pourrez faire un peu de rafraîchissement et remettre à votre goût.
Vous allez adorer l'extérieur dégagé et arboré d'un jardin pour faire du jardinage, récolter des fruits de votre pommier, profiter de la verdure et d'une très belle terrasse pour vos barbecues en famille.
La cour de la maison vous permettra aussi de garer plusieurs voitures, celles des amis ou de la famille qui vous rendront visite !
Contactez l'équipe de l'agence Stéphane Plaza Immobilier Vitry-sur-Seine pour plus d'informations.
Nous sommes disponibles pour faire des VISITES A DISTANCE en visio (via facetime ou what's app) pendant cette période de confinement !"
22.0,VM94_24,Villeneuve-le-Roi 94290 (Plateau Gare),"Achat maison 4 pièces 87 m², Villeneuve-le-Roi - 385 000 €",385 000 €,"86,88 m²",4 pièces,3 chambres,2 places de parking,Jardin,,1 terrasse,,4 431 €/m²,Réf. de l’annonce : 380,Publiée le 14 nov. 2020,Modifiée le 22 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 87 m²,"Maison. MAISON 4 PIÈCES AU CALME - AVEC TERRASSE
À vendre : à VILLENEUVE LE ROI (94290) découvrez cette maison de 4 pièces au calme de 86,88 m² et de 500 m² de terrain.
C'est une maison construite en 1978. La maison est équipée d'un interphone. Elle est agencée comme suit : un séjour de 25 m², trois chambres (entre 9 et 14 m²) et une cuisine indépendante. Elle inclut également une salle d'eau . Elle offre aussi un rangement et un dégagement. La maison bénéficie de radiateurs alimentés au gaz. Cette maison de 4 pièces est en bon état général.
Idéal pour profiter des beaux jours, ou simplement prendre l'air, cette maison dispose aussi d'une terrasse et d'un jardin. Ce logement est vendu avec une cave.
Un garage et deux places de parking sont prévus pour garer vos véhicules.
La maison est proche de toutes commodités : elle se situe à 700 mètres des commerces et à huit minutes des écoles. Il y a un arrêt de bus à sept minutes du bien. L'aéroport le plus proche se trouve à 7 km. Pour vos loisirs, vous pourrez compter sur le cinéma Espace Culturel ainsi qu'un théâtre et un conservatoire dans les environs. Enfin un marché anime le quartier toutes les semaines.
Cette maison est exclusivement à vendre par Laforêt en mandat Favoriz. Profitez de la visite virtuelle de cette maison. Envie d'en savoir plus sur cette maison en vente ? Prenez contact avec votre agence Laforêt VILLENEUVE-LE-ROI."
23.0,VM94_25,Villejuif 94800 (Louis Aragon - Vaux de Rome),"Achat maison 18 pièces 300 m², Villejuif - 1 190 000 €",1 190 000 €,300 m²,18 pièces,16 chambres,,Jardin,,,,3 967 €/m²,Réf. de l’annonce : 861,Publiée le 7 nov. 2020,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 18 pièces et 300 m²,"Maison Villejuif 18 pièce(s) 300 m2. A 100 metres de la station Villejuif louis Aragon tres grande residence familiale ou pur produit pour étudiants en Coliving 
Ce produit d'investissement se situe sur un terrain de 500 Metres pour un super cadre pour du Coliving étudiant moderne et convivial et son potager bio.
Grande demeure de 1930 renovée sur deux niveaux chacun de 100 Metres avec dependance Salon cuisine ,   3 salles d'eau et Wc et espace de vie au rez de chaussee 7 chambres  et 8  chambres.en 1 er étage.
Sous sol  total amenagé  avec accès double accès par l'entrée et par le jardin six chambres , cuisine collective et buanderie , 3 salles d'eau et toilettes , 
Dependance amenagée de 28 metres carrés avec 2 chambres , wc et salle d'eau.
Total de 23 chambres ( regularisation des destinations en rdj et dependances a finaliser )
Ce bien vous permet  par sa situation privilégiée au pied des transports en commun d'avoir une vie au  quotidien facile et agréable, à deux pas des commerces, centre commerciaux,  des écoles et des équipements culturels et sportifs de la ville.
École Epita et Efrei Paris Sud sur Villejuif a proximité immédiate. Siège social du Lcl a 5 minutes a pied.
A 20 minutes de Chatelet en Métro et 15 minutes des grandes universités de la Rive Gauche.
A 100 Metres  de la station métro 7 , duTramway T7, plusieurs lignes de bus, ainsi que la future ligne 15 du Grand Paris Express  avec un acces direct à l'Institut Gustave-Roussy et au pole d'excellence dans le domaine de la santé ainsi qu'a la connexion à la ligne 14 rejoignant le coeur de Paris en dix minutes.
162 , 172,  180,  185,  285,  286,  380,  v7 Noctilien N15 N22 
Rer Ivry-sur-Seine , Min de Rungis  et Aeroport Orly acccessible en Tram en 15 minutes.
La station Villejuif Louis Aragon sera reliée par la Ligne 15 sud en direct  entre autre aux stations Pont de Sèvres, Issy RER ,  Fort d'Issy , Vanves , Clamart , Châtillon - Montrouge , Bagneux , Arcueil - Cachan ,Villejuif Institut Gustave-Roussy , Vitry Centre , Saint-Maur - Créteil Champigny Centre , Bry - Villiers - Champigny, Noisy-Champs"
24.0,VM94_26,Sucy-en-Brie 94370 (Centre-ville),"Achat maison 2 pièces 48 m², Sucy-en-Brie - 279 000 €",279 000 €,"47,59 m²",2 pièces,1 chambre,,,,,,5 863 €/m²,Réf. de l’annonce : 00390202KB4F,Publiée il y a plus de 2 mois,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 2 pièces et 48 m²,"Maison de ville 2-3p au coeur de Sucy. Maison de ville composée au rez-de-chaussée d'une entrée avec placard, un water-closet, un séjour avec coin cuisine et un escalier d'intérieur avec accès à l'étage.. A l'étage, une chambre en mezzanine, un rangement et une salle de bain.. . ."
25.0,VM94_27,Saint-Maur-des-Fossés 94100 (La Pie),"Achat maison 4 pièces 87 m², Saint-Maur-des-Fossés - 567 000 €",567 000 €,87 m²,4 pièces,2 chambres,,,,,,6 517 €/m²,Réf. de l’annonce : 1501,Publiée le 4 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 87 m²,"Maison individuelle 4 pièces / Bords de Marne. Quartier de la Pie. Venez découvrir cette jolie maison individuelle de 87 m² (utiles) édifiée sur une parcelle de 182 m² sur les Bords de Marne.
Entièrement rénovée entre 2011 et 2013 cette maison est composée au rez-de-chaussée d'une pièce de vie de 18 m² aménagée en chambre avec fenêtre (possibilité de transformer en garage), une buanderie avec placards et un cellier.
A l'étage une belle pièce de vie comprenant un séjour et une cuisine ouvrant sur un balcon vue Marne exposé Sud - Ouest, ainsi qu'un WC indépendant avec fenêtre.
Au dernier étage un palier donnant accès à deux chambres avec penderies dont une avec espace bureau ainsi qu'un accès à un second balcon.
Un jardin en triple exposition et sans vis-à-vis , calme et ensoleillé .
Possibilité de rentrer un véhicule sur la parcelle."
26.0,VM94_28,Villejuif 94800 (Centre-ville),"Achat maison 3 pièces 60 m², Villejuif - 429 500 €",429 500 €,60 m²,3 pièces,2 chambres,,,,,,6 750 €/m²,Réf. de l’annonce : E65UBI,Publiée le 28 oct. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 60 m²,"EXCLUSIVITE - VILLEJUIF - CENTRE-VILLE - MAISON 3 PIÈCES DE 60M² AVEC TERRASSE. EXCLUSIVITE - VILLEJUIF - CENTRE-VILLE - Maison 3 pièces de 60m² (carrez) avec terrasse de 27m² situé à 9 minutes du métro Paul Vaillant Couturier (10min de la future ligne 14) et à 5min du centre-ville.
Entièrement rénové en 2015, elle comprend, une belle pièce de vie de 30m² avec une cuisine ouverte entièrement équipée et un WC séparé. A l'étage inférieur, un dégagement donnant accès à deux chambres de 11m² et une salle d'eau avec WC. Petite copropriété avec de faibles charges.
A visiter sans tarder!
Les biens ci-avant désignés représentant les lots n°1 de la copropriété qui comporte 5 lots. La moyenne des charges courantes annuelles pour ces lots est de 13 €. Procédure contre le syndicat : Non"
27.0,VM94_29,Saint-Maur-des-Fossés 94100 (Adamville),"Achat maison 9 pièces 180 m², Saint-Maur-des-Fossés - 698 536 €",698 536 €,180 m²,9 pièces,4 chambres,1 place de parking,Jardin,,,,Rente : 2 000 €/mois,Réf. de l’annonce : 422094094,Publiée le 27 oct. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 9 pièces et 180 m²,"Viager occupé - H71 ans - ST MAUR DES FOSSES (94100). Age : Homme de 71 ans
Bouquet : 698536 EUR
Rente : 2000 EUR/mois
Prix d'achat : 935195 EUR
Nous vous rappelons qu'en Viager occupé le vendeur reste chez lui, vous ne pouvez y habiter.
En Viager occupé, Le vendeur continue à vivre dans son logement sans changer ses habitudes jusqu'à son départ en maison de retraite ou son décès. Pour l'investisseur, l'acquisition d'un viager occupé s'apparente à un investissement locatif sécurisé, avec un seul occupant (le vendeur), et pour lequel il reçoit la totalité des « loyers » au moment de l'acquisition sous forme de décote d'occupation (DUH)
Descriptif du bien : Saint Maur des Fosses / 7 kms des Portes de Paris / RER A et future gare du Grand Paris Express
Investissez sans plus attendre sur une commune aux portes de Paris, en plein aménagement urbain grâce aux nombreux projets, alliant modernité, facilité d'accès, et espaces verts.
L'accès à la capitale est rapide et direct grâce aux lignes de bus, qui mènent aux différentes gares RER A de Saint Maur.
De là, 12 minutes sont nécessaires pour rejoindre la station Nation et le réseau de métro parisien!
La ligne 15 du Métro est en cours dans le cadre du Grand Paris Express !
Le cabinet Renée Costes vous propose un investissement de qualité dans un secteur prisé, aux coeur de toutes commodités , bus, gare et accès autoroute. Nombreux bus.
Découvrez les beaux volumes de cette superbe maison de 180 m² environ, comprenant : entrée, séjour double, cuisine, 4 chambres, salle de bains hammam + jacuzzi, + sous sol total !
+ grande piscine sans vis à vis !
Prestations de haute qualité ! Un havre de paix !
Analyse financière : Saint Maur des Fosses / 7 kms des Portes de Paris / RER A et future gare du Grand Paris Express
Investissez sans plus attendre sur une commune aux portes de Paris, en plein aménagement urbain grâce aux nombreux projets, alliant modernité, facilité d'accès, et espaces verts.
L'accès à la capitale est rapide et direct grâce aux lignes de bus, qui mènent aux différentes gares RER A de Saint Maur. De là, 12 minutes sont nécessaires pour rejoindre la station Nation et le réseau de métro parisien!
La ligne 15 du Métro est en cours dans le cadre du Grand Paris Express !
Préparez votre retraite en toute sécurité. Investissement à forte rentabilité.
Rêvez votre maison pour des jours heureux grâce à un bouquet de 698 536 EUR FAI et un effort d'épargne mensuel de 2 000 EUR. Un investissement judicieux et idéal pour vous constituer un patrimoine immobilier à prix réduit.
N'hésitez pas à faire une demande d'informations afin que je puisse vous recontacter."
28.0,VM94_30,Saint-Maur-des-Fossés 94100 (Adamville),"Achat maison 8 pièces 130 m², Saint-Maur-des-Fossés - 981 536 €",981 536 €,130 m²,8 pièces,4 chambres,1 place de parking,Jardin,,,,Rente : 4 088 €/mois,Réf. de l’annonce : 421994119,Publiée le 23 oct. 2020,Modifiée le 27 nov. 2020,Descriptif de cette maison à vendre de 8 pièces et 130 m²,"Viager libre - H71 ans - ST MAUR DES FOSSES (94100). Age : Homme de 71 ans
Bouquet : 981536 EUR
Rente : 4088 EUR/mois
Valeur du bien : 2391562 EUR
En Viager libre, le bien est vendu libre de toute occupation. L'acquéreur a la possibilité de l'habiter à titre personnel, d'y loger ses proches, ou de le mettre en location. L'achat en viager libre permet à l'acquéreur de bénéficier d'un crédit, sans intérêts bancaires, octroyé par le vendeur.
Descriptif du bien : Saint Maur des Fosses / 7 kms des Portes de Paris / RER A et future gare du Grand Paris Express
Investissez sans plus attendre sur une commune aux portes de Paris, en plein aménagement urbain grâce aux nombreux projets, alliant modernité, facilité d'accès, et espaces verts.
L'accès à la capitale est rapide et direct grâce aux lignes de bus, qui mènent aux différentes gares RER A de Saint Maur. De là, 12 minutes sont nécessaires pour rejoindre la station Nation et le réseau de métro parisien!
La ligne 15 du Métro est en cours dans le cadre du Grand Paris Express !
Le cabinet Renée Costes vous propose un investissement de qualité dans un secteur prisé, aux coeur de toutes commodités , bus, gare et accès autoroute. Nombreux bus.
Découvrez le fort potentiel de cette propriété composée d'une superbe maison de 180 m² + un local de 250 m² actuellement loué 1400 EUR / mois + sous sol, comprenant : entrée, séjour double, cuisine, 4 chambres, salle de bains hammam + jacuzzi, + sous sol total !
+ grande piscine sans vis à vis !
Prestations de haute qualité ! Un havre de paix !
Analyse financière : Saint Maur des Fosses / 7 kms des Portes de Paris / RER A et future gare du Grand Paris Express
Investissez sans plus attendre sur une commune aux portes de Paris, en plein aménagement urbain grâce aux nombreux projets, alliant modernité, facilité d'accès, et espaces verts.
L'accès à la capitale est rapide et direct grâce aux lignes de bus, qui mènent aux différentes gares RER A de Saint Maur. De là, 12 minutes sont nécessaires pour rejoindre la station Nation et le réseau de métro parisien!
La ligne 15 du Métro est en cours dans le cadre du Grand Paris Express !
Préparez votre retraite en toute sécurité. Investissement à forte rentabilité.
Rêvez votre avenir pour des jours heureux grâce à un bouquet de 981 538 EUR FAI et un effort d'épargne mensuel de 4 088 EUR. Vous percevez les loyers de 1 400 EUR / mois.
Un investissement judicieux et idéal pour vous constituer un patrimoine immobilier à prix réduit.
N'hésitez pas à faire une demande d'informations afin que je puisse vous recontacter."
