,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
286,YV78_1040,Croissy-sur-Seine 78290,"Achat maison 5 pièces 130 m², Croissy-sur-Seine - 920 000 €",920 000 €,130 m²,5 pièces,3 chambres,,Jardin,,,,7 077 €/m²,Réf. de l’annonce : 683,Publiée le 17 nov. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 130 m²,"Belle Meulière entièrement rénovée 5 MN centre Croissy. L'Agence Guy Hoquet l'immobilier vous propose en exclusivité à 5 minutes à pieds du centre ville de Croissy-sur-Seine, Une Belle meulière entièrement rénovée avec des matériaux de qualité comprenant en rez-de-chaussé une entrée avec un dressing, un double séjour, une cuisine aménagée et équipée avec un îlot central,
En étage : deux chambres avec rangements, une salle d'eau avec wc. En rez de jardin une belle suite parentale avec salle d'eau et un accès sur une terrasse, un salon tv/chambre, un dressing entièrement aménagé, un coin buanderie et un wc séparé. Possibilité d'aménager les combles de 20m²."
287,YV78_1041,Carrières-sous-Poissy 78955 (Le Ronceray),"Achat maison 5 pièces 89 m², Carrières-sous-Poissy - 339 000 €",339 000 €,89 m²,5 pièces,3 chambres,,Jardin,,,,3 809 €/m²,Réf. de l’annonce : RL339,Publiée le 27 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 89 m²,"Maison 5 pièce(s) Carrières sous Poissy. Dans un quartier pavillonnaire au calme, maison idéalement placée à Carrières sous Poissy, comprenant une entrée avec placards, cuisine séparée aménagée, salon et salle à manger donnant accès au jardin sans vis-à-vis, toilettes séparés. A l'étage : trois chambres avec rangements, salle de douches et wc. Un garage complète ce bien.
Ecole élémentaire et collège à 6 minutes à pied.
Gare de Poissy à 10 minutes en bus."
288,YV78_1042,Maison à vendre à Orvilliers (78910),Maison à vendre Orvilliers (78910) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
289,YV78_1043,Maison à vendre à Bazainville (78550),Maison à vendre Bazainville (78550) - Achat maison - Bien’ici,,,,,,,,,,,,,,,
290,YV78_1044,Fontenay-le-Fleury 78330 (Croix du Mont),"Achat maison 5 pièces 108 m², Fontenay-le-Fleury - 479 000 €",479 000 €,108 m²,5 pièces,3 chambres,,Jardin,,,,4 435 €/m²,Réf. de l’annonce : 227_5,Publiée le 7 déc. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 108 m²,"Maison de 5 pièces. Venez admirer la vue ! Maison familiale proche de la gare avec sous-sol total. Elle vous propose un grand salon avec cheminée, salle à manger, cuisine ouverte aménagée, WC. A l'étage, un palier desservant 3 belles chambres, grande salle d'eau et WC séparé. Accompagné d'un sous-sol total! Et un garage attenant à la maison! Une vraie petite merveille !"
291,YV78_1045,Orgerus 78910,"Achat maison 6 pièces 187 m², Orgerus - 495 000 €",495 000 €,187 m²,6 pièces,4 chambres,,Jardin,,,,2 647 €/m²,,Publiée le 5 déc. 2020,Réf. de l’annonce : 683_1,Descriptif de cette maison à vendre de 6 pièces et 187 m²,"Maison de 6 pièces. Les pavillons ne naissent pas tous égaux. A 5 minutes de l'axe N12, avec les écoles et commerces à pied, à 5 min de la gare, sur la commune d'Orvilliers. Cette maison de caractère vous propose à son rez-de-chaussée: une entrée, un séjour double de 40m², une! cuisine séparée attenante de 20m², une buanderie, un wc, une suite parentale avec salle de bain de 20m². A l'étage: une vaste palier dessert 3 grandes chambres dont 2 avec dressing, une salle d'eau, un wc. Une garage double communiquant, et 2 dépendances complètent le tout. Un jardin d'environ 1800 m² pour vous donner goût à la liberté! Visite virtuelle disponible sur notre site internet. Une exclusivité "" LA RESIDENCE ""."
292,YV78_1046,Montigny-le-Bretonneux 78180 (Le Manet),"Achat maison 8 pièces 186 m², Montigny-le-Bretonneux - 799 000 €",799 000 €,186 m²,8 pièces,5 chambres,2 places de parking,Jardin,,,,4 140 €/m²,Réf. de l’annonce : 007085E1P048,Publiée le 5 déc. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 186 m²,"LE MANET - ENVIRONNEMENT PRIVILEGIE - LISIERE DE FORET. LE MANET - ENVIRONNEMENT PRIVILEGIE - Lisière de forêt, cette superbe maison de 8 pièces INDIVIDUELLE avec 3 CHAMBRES EN RDC vous ouvre ses portes! Elle offre Une grande entrée avec placards, donnant sur un espace de vie comprenant: séjour de 50 m² exposé EST OUEST et cuisine de 20 m². Un dégagement avec nombreux placards dessert ensuite 3 chambres avec placards dont une suite parentale de 16 m² avec SDB privative, SDE supplémentaire et accès au double garage. . A l'étage, 2 chambres, grande salle de jeux et SDE, jardin clos sans vis à vis d'environ 390m². CALME ET PRESTATIONS DE QUALITÉ GARANTIS!"
293,YV78_1047,Fourqueux 78112,"Achat maison 7 pièces 135 m², Fourqueux - 670 000 €",670 000 €,135 m²,7 pièces,5 chambres,,Jardin,,,,4 815 €/m²,Réf. de l’annonce : 6728,Publiée le 5 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 135 m²,"Maison Saint Germain En Laye/Fourqueux, 7 pièces, 5 chambres.. SAINT GERMAIN EN LAYE/FOURQUEUX == En face du Lycée international , belle Maison de 7 pièces de 135 m² sur 324 m² de Terrain, comprenant : Entrée, cuisine aménagée et équipée, Séjour lumineux avec cheminée donnant sur agréable jardin exposé SUD/OUEST, salle à, manger, buanderie, toilettes, à l'étage : 5 chambres avec placards dont une avec salle de bains, une salle de douche, toilettes. Garage. Combles aménageables.
ENVIRONNEMENT CALME ET LUMINEUX. + 3.08 % honoraires de négociation TTC."
294,YV78_1048,Saint-Germain-en-Laye 78100 (Hennemont),"Achat maison 7 pièces 135 m², Saint-Germain-en-Laye - 670 000 €",670 000 €,135 m²,7 pièces,5 chambres,,Jardin,,,,4 815 €/m²,Réf. de l’annonce : 6733,Publiée le 5 déc. 2020,Modifiée le 6 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 135 m²,"Maison Saint Germain En Laye/Fourqueux, 7 pièces, 5 chambres.. SAINT GERMAIN EN LAYE/FOURQUEUX == En face du Lycée international , belle Maison de 7 pièces de 135 m² sur 324 m² de Terrain, comprenant : Entrée, cuisine aménagée et équipée, Séjour lumineux avec cheminée donnant sur agréable jardin exposé SUD/OUEST, salle à, manger, buanderie, toilettes, à l'étage : 5 chambres avec placards dont une avec salle de bains, une salle de douche, toilettes. Garage. Combles aménageables.
ENVIRONNEMENT CALME ET LUMINEUX. + 3.08 % honoraires de négociation TTC."
295,YV78_1049,Gambais 78950,"Achat maison 2 pièces 28 m², Gambais - 143 650 €",143 650 €,28 m²,2 pièces,1 chambre,,Jardin,,,,5 130 €/m²,Réf. de l’annonce : 675_1,Publiée le 4 déc. 2020,Modifiée le 6 déc. 2020,Descriptif de cette maison à vendre de 2 pièces et 28 m²,"Maison de 2 pièces. LE CENTRE VILLE, et tous ses avantages, Sur la commune de Gambais, cette maison vous propose : entrée sur le séjour, cuisine ouverte. A l'étage, chambre et salle de bains avec WC. Electricité récente, ballon de 2019 et excellent DPE ! Eau et fonds de travaux inclus dans les charges. Une vraie petite merveille !"
296,YV78_1050,Montesson 78360 (La Borde),"Achat maison 6 pièces 108 m², Montesson - 685 000 €",685 000 €,108 m²,6 pièces,3 chambres,1 place de parking,Jardin,,,,6 204 €/m²,,Publiée le 4 déc. 2020,Réf. de l’annonce : 007073E1S69D,Descriptif de cette maison à vendre de 6 pièces et 108 m²,"Maison Montesson 6 pièce(s) 108 m2. MONTESSON - LA BORDE. Situé à 17 minutes de la gare à pied, vous trouverez ce charmant pavillon d'année 1930 refait totalement à neuf dans un quartier calme et pavillonnaire comprenant au rez-de-chaussée : un séjour double, cuisine ouverte aménagée, wc. A l'étage : 3 chambres et une salle de bain avec baignoire, douche et salle de bain. Vous séduira par ses volumes et son parfait état. Le tout édifié sur une parcelle d'environ 252 m². Ce bien d'exception mérite toute votre attention.."
297,YV78_1051,Ablis 78660,"Achat maison 4 pièces 109 m², Ablis - 319 000 €",319 000 €,109 m²,4 pièces,3 chambres,,Jardin,,Terrasse,,2 927 €/m²,Réf. de l’annonce : 862771,Publiée le 4 déc. 2020,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 109 m²,"Vente Maison/villa 4 pièces. iad France - Virginie FERREIRA-ROSA (Voir le téléphone ) vous propose : A Ablis, dans un secteur calme et proches de tous les commodités venez découvrir cette jolie maison traditionnelle de 110 m² environ comprenant au rez-de-chaussée : une entrée avec placard, une belle pièce de vie avec cheminée pour des soirées chaleureuses, une cuisine semi-ouverte, un wc, un cellier et un garage. A l'étage vous trouverez 3 belles chambres ainsi qu'une grande salle de bain. Un écrin de quiétude vous attend dans le jardin clos et arboré à l'abri des regards. Une terrasse en bois et un barbecue vous attendent pour profitez des journées ensoleillées. Je suis disponible 7j/7 pour vous présenter cette belle maison familiale.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 224 et GES C indice 11. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Virginie FERREIRA-ROSA (ID 46288), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Versailles sous le numéro 883456907.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
298,YV78_1052,Gargenville 78440,"Achat maison 7 pièces 165 m², Gargenville - 450 000 €",450 000 €,165 m²,7 pièces,4 chambres,3 places de parking,Jardin,,Terrasse,,2 727 €/m²,Réf. de l’annonce : 1185,Publiée le 3 déc. 2020,Modifiée le 9 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 165 m²,"Maison familiale de 165m2 entièrement rénovée, 3 terrasses et pi. BRISTOL IMMOBILIER : du standing au prestige. Coup de c?ur pour cette maison 7 pièces, de 165m² habitables bâtie en 1972 et entièrement rénovée récemment (Août 2020) sur terrain de 730 m² clos et arboré, Grand garage, 3 terrasses, véranda, piscine hors sol et nombreuses prestations techniques. Idéalement située dans un quartier pavillonnaire calme de Gargenville, sans vis-à-vis, et proche toutes commodités (A13, Gare de Gargenville, balade en Bord de Seine, commerces, écoles). AU RDC, espace jour composé de : entrée desservant 1 double séjour avec cheminée, vaste cuisine séparée entièrement équipée et aménagée, grande véranda (pergola) récente, 1 suite parentale avec salle d eau privative (douche italienne, wc), et toilettes indépendantes. EN ÉTAGE, espace nuit composé de : 3 autres chambres de 16 et 17m2, grande salle de bain (baignoire balnéo, double vasque), 1 dressing, et toilettes indépendantes. Accès combles (utile pour stockage). AU SOUS-SOL : Cuisine été/Buanderie de 18m2, Garage de 41m2, et 1 salle de sport de 17m2. LE JARDIN, clos et arboré de 730m2, offre de nombreux atouts : 3 terrasses dont 1 véranda, sol bois, et antidérapant, éclairage extérieur et éclairage d ambiance, potagers. Une offre exceptionnelle à GARGENVILLE 78440, pour au moins 3 raisons : 1. MAISON en parfait état (entièrement rénovée et décorée avec goût, toiture vérifiée en excellent état en Août 2020, isolation. Terrasses et piscine Août 2020. Aucuns travaux à prévoir); 2. Espaces et volumes (165m2 habitables, beaux volumes, exposées Sud); 3. Prestations de belle facture (chauffage pompe à chaleur réversible de 2017, Adoucisseur d eau, Ballon 300L thermodynamique, fenêtres double vitrage PVC, volets roulants centralisés et volets battants, store Banne, piscine hors-sol, sol anti-dérapant, portails électriques, et nombreuses autres prestations). Une maison familiale et contemporaine à ne pas rater ! BRISTOL IMMOBILIER, les plus belles offres du marché. Visites et informations : Florian CHEVRIER Tél : Voir le téléphone"
299,YV78_1053,Chatou 78400 (Sud),"Achat maison 5 pièces 150 m², Chatou - 790 000 €",790 000 €,150 m²,5 pièces,3 chambres,2 places de parking,Jardin,,,,5 089 €/m²,Réf. de l’annonce : 127010E1S41J,Publiée le 3 déc. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 150 m²,"Charmante Maison, Idéalement située dans CHATOU. Beaucoup de potentiel pour cette maison de 2 étages, idéalement située dans CHATOU.. A seulement 600m de la gare RER de CHATOU CROISSY, et à proximité du centre ville, agréable maison de 125m² habitables , offrant en plus, un sous-sol de 30m² et un garage de 16m².. Au rez de chaussée, Séjour, cuisine, 2 chambres (10.89m² et 19.9m²), WC séparés, salle d'eau, petit bureau.. A l'étage, 1 grande chambre (12.23m²), salle d'eau , buanderie avec WC, une petite chambre ou bureau.. Parcelle de 270m² - Jardin/cour pavée de 130m²"
300,YV78_1054,Saint-Illiers-le-Bois 78980,"Achat maison 6 pièces 259 m², Saint-Illiers-le-Bois - 472 500 €",472 500 €,"259,35 m²",6 pièces,4 chambres,10 places de parking,Jardin,,,,1 822 €/m²,,Publiée le 3 déc. 2020,Réf. de l’annonce : 3182,Descriptif de cette maison à vendre de 6 pièces et 259 m²,"Maison type longère en pierre de village avec piscine chauffée édifiée sur terrain clos de 1100M². Century 21 vous propose ce bien composé : entrée avec rangement, arrière cuisine équipée (lave linge, sèche linge, évier....)wc,une cuisine aménagée équipée avec son ilot central et le local technique attenant. Salle à manger avec billard, salon avec poêle à bois. A l'étage 4 chambres, deux salles de bain et douche italienne, wc ind. Au second pièce palière aménagée en chambre, grenier isolé"
301,YV78_1055,Saint-Germain-de-la-Grange 78640,"Achat maison 6 pièces 159 m², Saint-Germain-de-la-Grange - 545 000 €",545 000 €,159 m²,6 pièces,4 chambres,,Jardin,,,,3 428 €/m²,Réf. de l’annonce : 685_0,Publiée le 2 déc. 2020,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 159 m²,"Maison de 6 pièces. Dans un cadre bucolique et des plus résidentiels, Sur la commune de Saint Germain de la Grange, maison édifiée sur 963m² de terrain vous offrant une entrée avec placard sur séjour triple avec poêle, cuisine équipée, une arrière cuisine, une buanderie, une suite parentale, un wc avec lave mains et enfin une mezzanine. A l'étage, couloir desservant quatre belles chambres dont une avec balcon, une salle de bains, un wc et un dressing! Le tout comprenant un garage, un cabanon sur dalle et un jardin fleuri et arboré! C'est la maison du bonheur !"
302,YV78_1056,Achères 78260 (Montsouris),"Achat maison 4 pièces 96 m², Achères - 430 000 €",430 000 €,96 m²,4 pièces,3 chambres,,Jardin,,,,4 479 €/m²,Réf. de l’annonce : 87343_2,Publiée le 2 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 96 m²,"Maison de 4 pièces. A deux pas du centre ville d'Achères, à l'abri de son agitation et dans un écrin de verdure. Cette maison de type F5 vous propose: Entrée séparée, vaste cuisine équipée, séjour, chambre, et wc. A l'étage: 2 chambres dont une avec dressing, salle d'eau avec wc. Sous-sol total aménagé en bureau et buanderie. Un grand garage complète ce bien. Ne tardez pas, c'est une très belle affaire !"
303,YV78_1057,Le Chesnay 78150 (Glatigny - Rueil),"Achat maison 3 pièces 70 m², Le Chesnay - 579 000 €",579 000 €,70 m²,3 pièces,2 chambres,,Jardin,,,,8 271 €/m²,Réf. de l’annonce : 3364,Publiée le 2 déc. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 3 pièces et 70 m²,"Maison Le Chesnay - 70m2. En exclusivité dans votre agence Stéphane Plaza une maison proche de toutes commodités à 20 min à pied de la gare de Versailles.
La maison en préfabriqué est édifié sur un jardin arboré de 412m² et se compose d'un séjour, d'une cuisine à aménager, d'une salle d'eau et d'une chambre. Au rez-de-chaussée un sous-sol total.
- Possibilité de reconstruire une maison en dur (prévoir un coût de démolition du bâti existant),
- Travaux de toiture à prévoir et possibilité de surélévation ! ( R+1 + combles ), actuellement la maison est sur 2 plateau de 50m².
- La hauteur des constructions ne doit pas excéder 10,00 m à compter du point le plus bas du terrain.
N'attentez plus contactez votre agence Stéphane Plaza pour organiser une visite !
Commercialisation agent commercial.
* Toute notre équipe est disponible et reste joignable pour vous soutenir dans vos projets immobiliers, même à distance ! Contactez-nous si vous souhaitez organiser une visite virtuelle de ce bien. Une vidéo complète est également disponible à la demande. Prenez soin de vous !*"
304,YV78_1058,Chatou 78400 (Ouest),"Achat maison 6 pièces 175 m², Chatou - 860 000 €",860 000 €,175 m²,6 pièces,4 chambres,,Jardin,,,,4 686 €/m²,,Publiée le 2 déc. 2020,Réf. de l’annonce : 871,Descriptif de cette maison à vendre de 6 pièces et 175 m²,"Maison Chatou 6 pièce(s) 175 m2 , 20 mns Gare. En NOUVEAUTÉ Chez Stéphane Plaza Immobilier, Maison entièrement rénovée avec matériaux de qualité, édifiée sur 354 m² de terrain, vous offrant: entrée, cuisine ouverte sur séjour, accès direct sur terrasse et jardin Sud Ouest, 4 grandes chambres sont une chambre parentale avec dressing et salle de douche, salle de bains avec bain et douche, 2 wc, espace télétravail, buanderie, garage. Tout est neuf, il n'y a plus qu'à poser vos valises, nous nous ferons un plaisir de vous présenter cette belle maison. Home staging virtuel du jardin pour une meilleure projection! Contact : Voir le téléphone ou Voir le téléphone dont 4.88 % honoraires TTC à la charge de l'acquéreur."
305,YV78_1059,Les Essarts-le-Roi 78690,"Achat maison 6 pièces 126 m², Les Essarts-le-Roi - 490 000 €",490 000 €,126 m²,6 pièces,4 chambres,,Jardin,,,,3 889 €/m²,Réf. de l’annonce : 381124_0,Publiée le 1 déc. 2020,Modifiée le 2 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 126 m²,"Maison de 6 pièces. Coup de cœur assuré, dans quartier très calme. RARE – AU CALME - Maison de 1998 de 126m2 et 118m2 de pièces annexes (sous-sol 45m2, garage double 45m2 avec une fosse, grenier aménagé pour le sport 27m2) – 6 pièces - 4 chambres (dont une au RDC avec une salle d’eau) – LA RESIDENCE a le plaisir de vous présenter le charme de cette SUPERBE maison et ses NOMBREUX ESPACES DE VIE – terrain 371m2 – proche commodité, écoles, collège, bus, gare RER et nationale 10. Descriptif du bien : huisseries PVC double vitrage, volets roulants électriques, Alarme, chaudière gaz de ville, portail électrique en alu. Au RDC : entrée donnant sur une JOLIE pièce de vie de 33m2, une cuisine équipée avec accès au garage, une chambre, une salle d’eau et un WC indépendant. A l’étage, une mezzanine de 16m2 dessert 3 chambres, une salle de bain et un WC indépendant. Au RDC vous trouverez également : une buanderie, un garage double avec deux portes électriques, un atelier, une fosse, de nombreux rangements, au sous-sol : une cave à vin, la chaudière, le ballon d’eau chaude et une pièce de stockage. Au-dessus du garage, une pièce aménagée avec placards. A l’extérieur, côté salon vous trouverez une CHARMANTE terrasse pouvant accueillir vos barbecues et vos apéros entre amis, côté rue le jardin est aménagé avec de très jolis massifs Fleuris. Une maison pas comme les autres."
306,YV78_1060,Maisons-Laffitte 78600 (Ouest),"Achat maison 6 pièces 135 m², Maisons-Laffitte - 970 000 €",970 000 €,135 m²,6 pièces,4 chambres,,Jardin,,,,7 185 €/m²,,Publiée le 1 déc. 2020,Réf. de l’annonce : 123991_5,Descriptif de cette maison à vendre de 6 pièces et 135 m²,"Maison de 6 pièces. Proche centre ville. Située entre centre ville (RER), forêt et parc, très belle bâtisse d'environ 135 m² édifiée sur un terrain de 303 m² offrant un grand confort et de belles prestations. Elle se compose pour le premier niveau d'une entrée avec vestiaire, vaste séjour, cuisine spacieuse ouverte et équipée avec accès terrasse et jardin, wc. Second niveau avec 3 chambres, salle-de-bains, wc. Troisième niveau comprenant une suite parentale composé d'une chambre, un dressing, une salle de de douche, wc et terrasse. Sous-sol avec garage, buanderie, cave et accès jardin. A découvrir rapidement!"
307,YV78_1061,Juziers 78820,"Achat maison 7 pièces 130 m², Juziers - 325 000 €",325 000 €,130 m²,7 pièces,4 chambres,7 places de parking,Jardin,,,,2 500 €/m²,Réf. de l’annonce : 007055E1Q7QB,Publiée le 1 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 130 m²,"Maison Juziers 7 pièce(s) 130 m2. Maison individuelle située sur la commune de Juziers offrant: entrée avec placard, cuisine indépendante aménagée, équipée, séjour - salle à manger avec poêle à bois, véranda, Wc séparé, 2 chambres, salle de bains, à l'étage 2 chambres,1 bureau, salle d'eau. Sous sol et jardin clos. Proche Gare, écoles et commerces.."
308,YV78_1062,Verneuil-sur-Seine 78480 (Les Clairières - Les Renardières),"Achat maison 7 pièces 151 m², Verneuil-sur-Seine - 660 000 €",660 000 €,151 m²,7 pièces,4 chambres,,Jardin,,,,4 371 €/m²,Réf. de l’annonce : 66241_5,Publiée le 1 déc. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 151 m²,"Maison de 7 pièces. Vous ne pouvez trouver endroit plus calme !!! Située dans un secteur ultra verdoyant et à 2 pas de la forêt de verneuil + gare des clairières à 15 min à pied, jolie MAISON RENOVEE, individuelle et édifiée sur 1087 m² de terrain comprenant : entrée, wc avec lave-mains, séjour triple avec cheminée de 60 m², cuisine NEUVE équipée, buanderie/chaufferie. A l'étage : 4 chambres, 2 salle de bains + 1 douche, wc. Nombreux Travaux : Toiture neuve. Double vitrage PVC + vélux neuf. Peintures récentes. Salle de bains refaites....croyez-nous 1 visite s'impose !! Vous allez enfin découvrir la maison de vos rêves."
309,YV78_1063,Chatou 78400 (Est),"Achat maison 6 pièces 143 m², Chatou - 799 000 €",799 000 €,143 m²,6 pièces,4 chambres,1 place de parking,Jardin,,,,5 448 €/m²,Réf. de l’annonce : 159044,Publiée le 1 déc. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 143 m²,"Maison Chatou 6 pièces, 143 m². Chatou, au calme, à proximité des écoles et de toutes commodités, édifiée sur une parcelle de 220 m², maison récente (2014) en parfait état et au style contemporain d'une surface habitable d'environ 143 m² offrant au rez-de-chaussée : entrée avec placard, cuisine US aménagée s'ouvrant sur le salon séjour ( avec poêle à bois) avec accès direct sur la terrasse et le jardin, toilettes séparées.
Le palier du premier étage dessert trois belles chambres et une salle de bains avec toilettes.
Les combles ont été aménagés en suite parentale avec dressing de 28 m², salle de bains avec toilettes.
Le sous-sol total dispose d'une chaufferie, d'une buanderie, d'une cave, d'un espace atelier et d'un sauna avec douche de 11 m². Stationnement sur la parcelle + parking supplémentaire situé à proximité de la maison. dont 2.57 % honoraires TTC à la charge de l'acquéreur."
310,YV78_1064,Maisons-Laffitte 78600 (Ouest),"Achat maison 7 pièces 150 m², Maisons-Laffitte - 945 000 €",945 000 €,150 m²,7 pièces,4 chambres,,,,,,6 000 €/m²,Réf. de l’annonce : 9415,Publiée le 1 déc. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 150 m²,"Maison Maisons Laffitte 150 m2. MAISONS-LAFFITTE - HYPER CENTRE
Spacieuse maison de ville au coeur du quartier historique.
Double réception avec salon cheminée - séjour - cuisine équipée
4 chambres - 2 salles de bains - Buanderie
Cour pavée intimiste et cave voutée
Beaucoup de charme
EXCLU A.P : Voir le téléphone dont 5.00 % honoraires TTC à la charge de l'acquéreur."
311,YV78_1065,Versailles 78000 (Notre Dame),"Achat maison 7 pièces 173 m², Versailles - 1 580 800 €",1 580 800 €,173 m²,7 pièces,5 chambres,,Jardin,,Terrasse,,9 138 €/m²,,Publiée le 1 déc. 2020,Réf. de l’annonce : 75011103576,Descriptif de cette maison à vendre de 7 pièces et 173 m²,"Demeure versaillaise située au cœur d’un quartier très recherché, proche de la gare de Versailles-Rive Droite (15minutes à pied) et de l’établissement privé St Jean Hulst (5minutes à pied). Maison neuve de 170 m2 environ, mitoyenne, en cours d’achèvement, exposée sud-ouest, sur 2 étages. Composée : - au rez-de-chaussée : Entrée, cellier, cuisine, salon-séjour, wc, -1er étage : palier, 3 chambres, salle de bains, salle d’eau, wc, buanderie, -2ème étage : palier, 2 chambres, bureau, salle d’eau, wc, -sous-sol : cave, 2 places de parkings et accès direct à la maison. Terrain de 130m2 environ avec terrasse en bois. Bien extrêmement rare à Versailles, idéal pour une famille souhaitant poser ses valises ! Plans disponibles sur demande. Je me ferai un plaisir de vous faire découvrir cette maison. Honoraires charge vendeur Agent commercial Sextant France – Anne CABRIT agent basé à Rambouillet – Voir le téléphone - Plus d'informations sur (lien supprimé) réf. 14366."
312,YV78_1066,Saint-Rémy-lès-Chevreuse 78470,"Achat maison 7 pièces 213 m², Saint-Rémy-lès-Chevreuse - 1 200 000 €",1 200 000 €,213 m²,7 pièces,4 chambres,,Jardin,,,,5 634 €/m²,Réf. de l’annonce : 260061DM,Publiée il y a plus de 2 mois,Modifiée le 7 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 213 m²,"Exceptionnelle maison d'architecte. VISITE 3D depuis chez vous sur RDV - Contactez-nous.

Architecture de collection rare et idéalement positionnée en cœur de vallée de Chevreuse, lieu recherché d'art de vivre et de culture, proche du centre-ville, non loin de Paris. 
« La clairière », située en position dominante sur un vaste terrain sans vis à vis est entourée de nature, à proximité du bois d’Aigrefoin avec accès direct aux sentiers de ballade. Elle est le fruit de la commande d'un grand patron d'industrie de la fin des années cinquante auprès de Marcel Roux, proche de Le Corbusier et du mouvement moderniste. Elle a su garder son cachet d'origine et incarne pleinement le mouvement moderne inauguré par le salon des Arts ménager lors de ces 30 glorieuses qui ont dynamité les vieux codes de la maison individuelle traditionnelle. 
Place au verre, aux murs en pierres brutes, aux grands espaces intérieurs ouverts comme ce séjour-cathédrale de 68 m² donnant sur des espaces surélevés dont ce salon TV et cette suite complète parentale développés sur 45 m². Innovation également avec les grandes baies sur toute la hauteur de la construction qui donnent le vrai luxe discret de la vie au rythme des saisons, dedans-dehors et pourtant adapté au cocooning autour d'une monumentale cheminée en pierre sur un dallage en opus sectile. Cette maison en avance sur son temps propose des propriétés bioclimatiques par apport solaire direct sur sa façade orientée plein sud. L'espace nuit est adossé à la colline et sa plus grande chambre peut aisément se transformer en studio indépendant. Vous disposez encore d'un potentiel d'agrandissement important par l'ajout d'un étage.
La propriété améliorée par les propriétaires actuels avec l'ajout d'une véranda-bureau et d'une grande terrasse, propose également une maison secondaire avec sous-sol et garage pouvant faire office de maison de gardien. 
Si vous cherchez une propriété unique, celle-ci recherche également un propriétaire unique qui saura la mettre en valeur. Si l'esthétisme est une valeur centrale de votre art de vivre, cette maison est la vôtre."
313,YV78_1067,Magny-les-Hameaux 78114,"Achat maison 4 pièces 86 m², Magny-les-Hameaux - 340 000 €",340 000 €,86 m²,4 pièces,3 chambres,1 place de parking,Jardin,,Terrasse,,3 837 €/m²,Réf. de l’annonce : 5186,Publiée il y a plus de 2 mois,Modifiée le 23 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 86 m²,"Maison - Centre-ville. Nouveauté!
CENTRE VILLE - RARE ET EXCLUSIF - Maison de ville récente (2010). A proximité immédiate des commerces. Elle comprend au rez-de-chaussée une grande entrée, un séjour double lumineux ouvert sur une terrasse et un agréable jardin dans une impasse privée, une cuisine aménagée et équipée + buanderie, 1 WC. A l'étage, un palier desservant 3 chambres dont 1 grande et 2 avec dressing, une salle de bain neuve et des WC séparés. Possibilité d'aménager les combles pour offrir une 4ème chambre d'environ 15m2. Un Box en sous-sol + un carport véhicule viennent compléter l'ensemble.
Aucun travaux à prévoir. Double vitrage. Chauffage au gaz.
France immo Magny."
